,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,name_len
15496,Manhattan,East Harlem,Entire home/apt,186,2,139,3.6,3,73,50
15497,Manhattan,Harlem,Entire home/apt,99,1,3,0.08,1,0,33
15498,Manhattan,Hell's Kitchen,Entire home/apt,155,1,0,1.3732214298586884,1,0,27
15499,Brooklyn,South Slope,Private room,60,3,27,0.71,2,308,31
15500,Brooklyn,Gowanus,Private room,100,1,1,0.03,1,0,28
15501,Manhattan,Upper West Side,Entire home/apt,500,5,3,0.09,1,44,32
15502,Brooklyn,Fort Greene,Entire home/apt,150,2,68,1.74,1,319,35
15503,Manhattan,Murray Hill,Entire home/apt,175,1,3,0.09,1,0,35
15504,Manhattan,Hell's Kitchen,Entire home/apt,148,4,104,2.7,2,145,33
15505,Manhattan,Harlem,Private room,130,3,44,1.15,1,80,27
15506,Manhattan,East Village,Private room,80,2,3,0.08,1,0,24
15507,Manhattan,Upper West Side,Entire home/apt,150,2,5,0.13,1,0,29
15508,Brooklyn,Williamsburg,Entire home/apt,285,2,17,0.44,1,0,35
15509,Manhattan,Chinatown,Private room,70,3,1,0.03,1,0,17
15510,Manhattan,Upper West Side,Entire home/apt,150,1,0,1.3732214298586884,1,0,32
15511,Brooklyn,Prospect Heights,Entire home/apt,155,30,1,0.09,21,61,41
15512,Manhattan,East Village,Private room,82,1,4,0.16,1,0,27
15513,Manhattan,Upper West Side,Entire home/apt,200,3,5,0.13,1,0,26
15514,Brooklyn,Bedford-Stuyvesant,Private room,60,1,0,1.3732214298586884,1,0,25
15515,Manhattan,Gramercy,Private room,150,7,0,1.3732214298586884,1,0,19
15516,Manhattan,Murray Hill,Private room,159,1,17,0.44,2,155,46
15517,Manhattan,Washington Heights,Private room,38,5,11,0.31,2,0,33
15518,Manhattan,East Village,Entire home/apt,155,5,12,0.31,1,2,35
15519,Brooklyn,Williamsburg,Entire home/apt,184,4,79,2.21,1,222,34
15520,Queens,Flushing,Private room,65,1,122,3.16,1,86,5
15521,Manhattan,Upper East Side,Entire home/apt,150,1,0,1.3732214298586884,1,0,18
15522,Brooklyn,Prospect-Lefferts Gardens,Private room,50,1,70,1.79,2,0,44
15523,Brooklyn,Bedford-Stuyvesant,Private room,60,2,34,0.88,1,0,35
15524,Manhattan,Hell's Kitchen,Private room,100,5,8,0.21,1,0,33
15525,Queens,Jackson Heights,Private room,60,2,26,0.78,1,307,29
15526,Manhattan,Upper West Side,Entire home/apt,110,10,0,1.3732214298586884,2,0,21
15527,Brooklyn,Greenpoint,Private room,50,3,2,0.06,1,0,35
15528,Manhattan,Midtown,Entire home/apt,325,1,0,1.3732214298586884,1,0,30
15529,Manhattan,Greenwich Village,Entire home/apt,225,3,60,1.54,1,18,25
15530,Manhattan,Midtown,Entire home/apt,190,29,53,1.4,1,165,43
15531,Brooklyn,Greenpoint,Entire home/apt,119,4,4,0.1,1,0,32
15532,Manhattan,Upper West Side,Entire home/apt,650,30,3,0.09,1,137,41
15533,Bronx,Allerton,Entire home/apt,104,2,33,0.85,5,86,47
15534,Manhattan,Chinatown,Entire home/apt,175,30,4,0.11,1,0,45
15535,Brooklyn,Williamsburg,Private room,190,1,0,1.3732214298586884,1,0,32
15536,Manhattan,Upper West Side,Private room,40,3,1,0.03,1,0,33
15537,Brooklyn,Gowanus,Entire home/apt,100,1,378,9.67,1,48,32
15538,Brooklyn,Prospect Heights,Private room,75,1,0,1.3732214298586884,1,0,29
15539,Manhattan,Upper West Side,Entire home/apt,125,1,0,1.3732214298586884,1,0,25
15540,Manhattan,Little Italy,Private room,85,5,26,0.67,2,160,50
15541,Brooklyn,Greenpoint,Private room,60,1,2,0.05,1,0,28
15542,Manhattan,Harlem,Private room,90,6,8,0.22,2,296,17
15543,Manhattan,Upper West Side,Private room,53,30,4,0.17,3,185,35
15544,Brooklyn,Bedford-Stuyvesant,Private room,50,3,26,0.68,1,0,31
15545,Manhattan,East Harlem,Private room,45,1,3,0.08,1,0,20
15546,Manhattan,Upper West Side,Private room,110,4,7,0.23,1,125,20
15547,Brooklyn,Sunset Park,Entire home/apt,200,7,0,1.3732214298586884,1,11,32
15549,Queens,Ridgewood,Private room,70,2,0,1.3732214298586884,1,0,46
15550,Manhattan,East Village,Entire home/apt,199,4,3,0.08,1,0,38
15551,Queens,Forest Hills,Private room,65,2,29,0.77,1,333,50
15552,Brooklyn,Williamsburg,Private room,95,2,1,0.03,1,9,31
15553,Brooklyn,Downtown Brooklyn,Private room,80,5,0,1.3732214298586884,1,0,35
15554,Manhattan,Upper West Side,Entire home/apt,200,30,1,0.13,96,337,32
15555,Manhattan,West Village,Entire home/apt,274,6,37,0.94,1,339,41
15556,Brooklyn,Bushwick,Private room,50,2,93,2.39,5,202,46
15557,Brooklyn,Prospect Heights,Private room,105,2,172,4.5,1,83,14
15558,Manhattan,Harlem,Private room,45,20,0,1.3732214298586884,1,0,33
15559,Manhattan,Hell's Kitchen,Private room,350,1,0,1.3732214298586884,1,0,29
15560,Manhattan,Upper East Side,Private room,350,1,9,0.23,1,90,25
15561,Manhattan,Murray Hill,Entire home/apt,180,30,5,0.14,14,210,40
15562,Manhattan,Hell's Kitchen,Entire home/apt,225,4,128,3.39,1,218,17
15563,Queens,Sunnyside,Entire home/apt,100,1,1,0.03,1,0,28
15564,Brooklyn,Williamsburg,Private room,1300,1,0,1.3732214298586884,1,0,25
15565,Manhattan,Washington Heights,Private room,55,1,5,0.13,3,332,11
15566,Brooklyn,Bedford-Stuyvesant,Entire home/apt,70,7,4,0.12,1,0,29
15567,Brooklyn,Williamsburg,Private room,50,60,0,1.3732214298586884,2,0,47
15568,Brooklyn,Crown Heights,Private room,67,1,1,0.03,1,0,35
15569,Manhattan,Midtown,Entire home/apt,150,2,1,0.03,1,0,45
15570,Manhattan,Financial District,Private room,35,3,3,0.09,1,0,30
15571,Brooklyn,Williamsburg,Private room,90,2,15,1.05,1,6,49
15572,Manhattan,Harlem,Private room,53,5,8,0.23,1,0,28
15573,Manhattan,Hell's Kitchen,Entire home/apt,300,2,0,1.3732214298586884,1,0,29
15574,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,21,0,1.3732214298586884,1,0,32
15575,Manhattan,Midtown,Entire home/apt,299,2,5,0.15,3,0,32
15576,Brooklyn,Bushwick,Private room,41,1,72,1.88,7,0,35
15577,Brooklyn,Bedford-Stuyvesant,Private room,50,2,1,0.03,1,0,35
15578,Queens,Ridgewood,Entire home/apt,70,1,5,0.21,1,0,35
15579,Manhattan,Harlem,Entire home/apt,500,1,0,1.3732214298586884,1,365,31
15580,Manhattan,Chelsea,Entire home/apt,185,4,49,1.31,2,279,40
15581,Manhattan,Midtown,Private room,98,3,98,2.66,1,278,32
15582,Manhattan,Upper East Side,Entire home/apt,399,4,55,1.47,2,237,50
15583,Manhattan,Upper West Side,Entire home/apt,170,4,12,0.31,1,0,34
15584,Manhattan,Financial District,Private room,80,1,0,1.3732214298586884,1,0,32
15585,Manhattan,Harlem,Entire home/apt,376,28,53,1.4,2,310,47
15586,Bronx,Wakefield,Entire home/apt,99,3,68,1.78,1,2,34
15587,Manhattan,Hell's Kitchen,Entire home/apt,200,1,0,1.3732214298586884,1,0,32
15588,Brooklyn,Bedford-Stuyvesant,Entire home/apt,91,5,3,0.12,1,0,47
15589,Brooklyn,Bedford-Stuyvesant,Entire home/apt,60,1,0,1.3732214298586884,1,0,33
15590,Manhattan,East Village,Private room,60,3,50,1.31,1,240,38
15591,Brooklyn,Bushwick,Private room,50,1,0,1.3732214298586884,1,0,33
15592,Manhattan,West Village,Entire home/apt,250,2,1,0.03,1,0,29
15593,Manhattan,Greenwich Village,Entire home/apt,209,2,75,1.93,1,8,35
15594,Brooklyn,South Slope,Private room,65,1,0,1.3732214298586884,1,0,35
15595,Queens,Astoria,Private room,48,2,11,0.29,1,0,26
15596,Manhattan,East Harlem,Private room,60,1,137,3.55,2,98,34
15597,Staten Island,Clifton,Entire home/apt,165,1,108,2.78,1,298,30
15598,Manhattan,Midtown,Entire home/apt,218,5,69,1.81,2,152,35
15599,Manhattan,West Village,Entire home/apt,160,1,0,1.3732214298586884,1,0,33
15600,Manhattan,Upper West Side,Entire home/apt,200,2,154,4.02,1,51,35
15601,Brooklyn,Williamsburg,Private room,53,2,2,0.14,1,0,29
15602,Brooklyn,Bushwick,Private room,65,3,76,1.98,1,23,30
15603,Brooklyn,South Slope,Entire home/apt,280,3,30,0.79,3,125,36
15604,Brooklyn,Clinton Hill,Private room,60,1,67,1.85,1,310,44
15605,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,800,1,4,0.1,1,357,32
15606,Queens,Flushing,Entire home/apt,99,1,229,5.97,1,7,24
15607,Manhattan,Upper West Side,Entire home/apt,120,30,18,0.47,10,189,31
15608,Manhattan,Harlem,Private room,70,4,27,0.75,2,156,26
15609,Manhattan,Upper West Side,Entire home/apt,235,30,4,0.1,12,209,35
15610,Manhattan,Upper West Side,Entire home/apt,275,30,4,0.15,12,199,32
15611,Queens,Astoria,Private room,86,4,28,0.74,2,242,13
15612,Manhattan,Upper East Side,Shared room,49,1,3,0.08,3,0,34
15613,Manhattan,East Harlem,Private room,85,3,86,2.28,2,240,32
15614,Queens,Astoria,Entire home/apt,125,1,10,0.26,1,0,33
15615,Manhattan,East Harlem,Private room,85,3,89,2.37,2,228,26
15616,Brooklyn,Crown Heights,Entire home/apt,70,2,2,0.05,1,0,29
15617,Brooklyn,Bedford-Stuyvesant,Private room,60,2,71,1.84,2,363,18
15618,Brooklyn,Bedford-Stuyvesant,Private room,50,20,19,0.56,1,2,48
15619,Manhattan,Midtown,Entire home/apt,218,5,81,2.1,2,185,22
15620,Manhattan,East Harlem,Entire home/apt,135,30,13,0.37,16,330,39
15621,Brooklyn,Prospect-Lefferts Gardens,Private room,120,2,2,0.06,1,0,35
15622,Queens,Astoria,Private room,55,3,3,0.08,2,0,16
15623,Brooklyn,Fort Greene,Entire home/apt,150,2,7,0.19,1,0,33
15624,Brooklyn,Kensington,Entire home/apt,75,2,10,0.26,1,362,35
15625,Manhattan,Harlem,Private room,43,7,0,1.3732214298586884,1,0,34
15626,Manhattan,Hell's Kitchen,Entire home/apt,115,2,150,4.06,1,1,35
15627,Queens,Sunnyside,Private room,60,2,105,2.72,1,101,35
15628,Brooklyn,Park Slope,Entire home/apt,160,4,33,0.87,1,1,30
15629,Manhattan,Harlem,Shared room,39,4,47,1.22,2,131,31
15630,Manhattan,Harlem,Private room,45,3,49,1.26,1,0,14
15631,Brooklyn,Flatbush,Private room,45,3,5,0.19,1,0,46
15632,Manhattan,Harlem,Private room,25,1,0,1.3732214298586884,1,0,34
15633,Brooklyn,Bushwick,Private room,65,12,0,1.3732214298586884,1,0,23
15634,Manhattan,Harlem,Entire home/apt,125,7,1,0.03,1,0,33
15635,Queens,Jackson Heights,Private room,67,1,204,5.27,2,0,50
15636,Brooklyn,Bedford-Stuyvesant,Private room,52,3,0,1.3732214298586884,1,0,31
15637,Manhattan,Lower East Side,Entire home/apt,110,6,5,0.13,1,12,20
15638,Brooklyn,Bedford-Stuyvesant,Entire home/apt,177,4,82,2.22,1,73,49
15639,Queens,Ridgewood,Private room,25,5,0,1.3732214298586884,1,0,15
15640,Brooklyn,Park Slope,Entire home/apt,175,3,0,1.3732214298586884,1,0,14
15641,Brooklyn,South Slope,Entire home/apt,150,3,73,1.89,2,259,50
15642,Brooklyn,Williamsburg,Private room,75,7,0,1.3732214298586884,1,0,23
15643,Brooklyn,Prospect-Lefferts Gardens,Private room,41,1,43,1.19,4,188,35
15644,Manhattan,Upper West Side,Entire home/apt,185,2,10,0.26,1,0,23
15645,Queens,East Elmhurst,Entire home/apt,175,2,74,2.42,1,141,42
15646,Manhattan,Harlem,Private room,40,1,1,0.03,1,0,45
15647,Brooklyn,Sunset Park,Entire home/apt,135,4,9,0.23,3,365,32
15648,Brooklyn,Greenpoint,Entire home/apt,195,2,34,0.97,1,0,29
15649,Brooklyn,Bedford-Stuyvesant,Private room,30,80,0,1.3732214298586884,1,0,22
15650,Brooklyn,Bedford-Stuyvesant,Private room,50,30,4,0.11,1,0,35
15651,Brooklyn,Bedford-Stuyvesant,Private room,40,4,4,0.11,1,0,33
15652,Manhattan,Midtown,Entire home/apt,150,1,2,0.05,1,0,31
15653,Brooklyn,Bedford-Stuyvesant,Private room,75,3,5,0.13,1,301,31
15654,Manhattan,Greenwich Village,Private room,100,1,0,1.3732214298586884,1,0,26
15655,Brooklyn,Bushwick,Private room,65,1,3,0.08,1,0,35
15656,Brooklyn,Bedford-Stuyvesant,Private room,250,60,2,0.05,1,0,50
15657,Manhattan,Harlem,Entire home/apt,136,1,30,0.82,1,0,36
15658,Manhattan,Nolita,Entire home/apt,180,2,166,4.44,1,213,38
15659,Brooklyn,Bushwick,Private room,55,2,4,0.11,1,0,29
15660,Queens,Astoria,Private room,65,2,0,1.3732214298586884,1,0,33
15661,Brooklyn,Williamsburg,Entire home/apt,225,2,39,1.25,1,0,32
15662,Brooklyn,Williamsburg,Private room,99,5,6,0.17,2,0,27
15663,Brooklyn,Williamsburg,Private room,90,5,3,0.08,1,0,37
15664,Brooklyn,Crown Heights,Shared room,20,1,0,1.3732214298586884,1,0,18
15665,Manhattan,Upper West Side,Private room,980,20,1,0.03,1,90,25
15666,Manhattan,Chelsea,Private room,100,2,63,1.88,1,33,31
15667,Manhattan,Harlem,Private room,73,4,69,1.77,2,122,33
15668,Brooklyn,Gowanus,Entire home/apt,380,6,9,0.26,2,0,26
15669,Manhattan,Upper East Side,Private room,99,1,2,0.05,3,0,34
15670,Brooklyn,East Flatbush,Entire home/apt,105,1,43,1.17,1,13,18
15671,Brooklyn,Prospect-Lefferts Gardens,Private room,35,3,12,0.31,1,176,40
15672,Brooklyn,Williamsburg,Entire home/apt,200,5,10,0.28,1,117,35
15673,Brooklyn,Bedford-Stuyvesant,Private room,105,10,2,0.11,3,31,47
15674,Manhattan,Upper West Side,Entire home/apt,180,1,0,1.3732214298586884,1,0,31
15675,Manhattan,Hell's Kitchen,Entire home/apt,87,30,2,0.06,52,365,35
15676,Brooklyn,Prospect-Lefferts Gardens,Private room,50,1,0,1.3732214298586884,1,0,19
15677,Manhattan,Hell's Kitchen,Private room,69,1,5,0.13,1,0,46
15678,Manhattan,Kips Bay,Entire home/apt,150,4,2,0.05,1,0,33
15679,Manhattan,East Harlem,Private room,75,1,20,0.53,2,128,32
15680,Queens,Astoria,Entire home/apt,215,1,0,1.3732214298586884,1,0,30
15681,Manhattan,Upper East Side,Entire home/apt,150,4,0,1.3732214298586884,1,0,34
15682,Manhattan,Harlem,Entire home/apt,100,2,27,0.76,1,0,33
15683,Manhattan,Hell's Kitchen,Entire home/apt,224,6,1,0.03,1,0,34
15684,Queens,Forest Hills,Private room,119,2,21,0.57,2,363,34
15685,Queens,Sunnyside,Private room,80,2,53,1.37,1,364,50
15686,Brooklyn,Crown Heights,Private room,75,3,0,1.3732214298586884,1,89,34
15687,Manhattan,Chelsea,Private room,125,2,0,1.3732214298586884,1,0,34
15688,Queens,Astoria,Private room,58,2,67,1.76,3,20,35
15689,Brooklyn,Bedford-Stuyvesant,Private room,128,2,3,0.08,3,12,35
15690,Manhattan,Inwood,Private room,60,1,0,1.3732214298586884,1,0,35
15691,Manhattan,Harlem,Private room,115,1,2,0.05,1,0,44
15692,Manhattan,SoHo,Private room,105,1,0,1.3732214298586884,1,0,24
15693,Manhattan,Harlem,Private room,69,2,0,1.3732214298586884,1,0,24
15694,Brooklyn,Bedford-Stuyvesant,Private room,76,2,69,1.81,3,11,32
15695,Brooklyn,Bedford-Stuyvesant,Private room,45,4,41,1.06,2,89,39
15696,Brooklyn,Park Slope,Private room,80,1,2,0.05,1,0,35
15697,Brooklyn,Williamsburg,Private room,75,1,7,0.19,1,0,31
15698,Manhattan,Upper East Side,Entire home/apt,200,30,0,1.3732214298586884,49,324,35
15699,Brooklyn,Williamsburg,Private room,89,1,148,3.81,1,303,33
15700,Brooklyn,Williamsburg,Private room,80,1,0,1.3732214298586884,1,0,26
15701,Manhattan,Upper West Side,Entire home/apt,197,30,2,0.06,96,104,29
15702,Manhattan,Lower East Side,Shared room,35,14,0,1.3732214298586884,28,318,47
15703,Brooklyn,Clinton Hill,Entire home/apt,180,7,10,0.78,1,0,48
15704,Manhattan,Financial District,Private room,90,3,0,1.3732214298586884,1,0,30
15705,Brooklyn,Gowanus,Entire home/apt,125,1,3,0.08,1,0,20
15706,Manhattan,Upper East Side,Entire home/apt,170,3,2,0.05,1,0,22
15707,Manhattan,Washington Heights,Entire home/apt,180,30,6,0.15,1,0,13
15708,Manhattan,Hell's Kitchen,Entire home/apt,142,30,4,0.13,31,307,23
15709,Queens,Jackson Heights,Private room,60,1,14,0.4,4,300,18
15710,Manhattan,Upper East Side,Private room,98,2,8,0.21,2,241,34
15711,Queens,Flushing,Private room,40,14,107,2.75,12,323,38
15712,Manhattan,Harlem,Private room,59,1,3,0.08,1,0,32
15713,Queens,Flushing,Private room,40,7,102,2.73,12,105,32
15714,Manhattan,West Village,Entire home/apt,250,3,30,0.77,2,18,32
15715,Brooklyn,Sunset Park,Private room,80,3,4,0.11,1,0,29
15716,Queens,Jackson Heights,Private room,50,1,70,1.82,4,345,18
15717,Manhattan,Morningside Heights,Private room,50,7,2,0.05,1,0,32
15718,Queens,Jackson Heights,Private room,65,1,49,1.31,4,329,24
15719,Manhattan,Upper East Side,Entire home/apt,140,30,6,0.16,1,0,50
15720,Brooklyn,Bedford-Stuyvesant,Private room,47,3,32,0.91,4,258,34
15721,Manhattan,Midtown,Entire home/apt,184,30,9,0.25,14,332,23
15722,Brooklyn,Williamsburg,Entire home/apt,139,4,12,0.31,2,0,35
15723,Brooklyn,Williamsburg,Entire home/apt,57,1,5,0.13,1,0,28
15724,Brooklyn,Williamsburg,Entire home/apt,150,7,0,1.3732214298586884,1,0,28
15725,Brooklyn,Bushwick,Private room,43,1,0,1.3732214298586884,1,0,46
15726,Manhattan,Harlem,Private room,50,1,1,0.03,1,0,34
15727,Queens,Richmond Hill,Entire home/apt,250,3,40,1.04,2,189,47
15728,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,2,5,0.14,1,0,34
15729,Brooklyn,Williamsburg,Private room,50,3,3,0.21,2,0,26
15730,Manhattan,Midtown,Entire home/apt,240,4,59,1.56,1,37,30
15731,Brooklyn,Flatlands,Private room,60,5,4,0.12,1,346,34
15732,Brooklyn,Williamsburg,Entire home/apt,160,1,9,0.24,1,0,24
15733,Manhattan,Harlem,Private room,45,3,1,0.03,2,0,34
15734,Manhattan,Harlem,Private room,38,5,0,1.3732214298586884,2,0,30
15735,Brooklyn,Bedford-Stuyvesant,Private room,100,3,0,1.3732214298586884,1,0,31
15736,Manhattan,Inwood,Private room,85,1,0,1.3732214298586884,1,0,33
15737,Brooklyn,Bedford-Stuyvesant,Private room,50,7,2,0.05,1,0,35
15738,Queens,Astoria,Entire home/apt,135,5,18,0.47,1,363,35
15739,Manhattan,Harlem,Entire home/apt,259,3,57,1.51,1,175,43
15740,Manhattan,Harlem,Private room,50,20,0,1.3732214298586884,1,42,17
15741,Manhattan,Washington Heights,Private room,60,1,1,0.03,1,0,20
15742,Brooklyn,Williamsburg,Private room,70,3,3,0.08,1,0,27
15743,Brooklyn,Williamsburg,Private room,99,1,2,0.05,1,0,29
15744,Manhattan,Upper West Side,Shared room,80,5,0,1.3732214298586884,1,0,35
15745,Queens,Astoria,Entire home/apt,190,3,32,0.85,1,53,50
15746,Manhattan,Upper East Side,Entire home/apt,115,14,1,0.03,1,0,33
15747,Manhattan,East Village,Entire home/apt,250,2,29,0.76,1,0,35
15748,Brooklyn,Williamsburg,Private room,70,1,9,0.24,3,0,34
15749,Brooklyn,Williamsburg,Entire home/apt,225,3,19,0.85,1,0,41
15750,Brooklyn,Crown Heights,Private room,31,5,1,0.03,1,0,33
15751,Brooklyn,Bedford-Stuyvesant,Private room,40,2,39,1.02,4,236,34
15752,Brooklyn,Bedford-Stuyvesant,Private room,37,3,40,1.06,4,212,34
15753,Brooklyn,Williamsburg,Entire home/apt,239,3,5,0.13,1,0,34
15754,Manhattan,Washington Heights,Private room,75,2,167,4.6,3,310,32
15755,Manhattan,Gramercy,Private room,90,3,23,0.6,1,0,41
15756,Manhattan,Inwood,Private room,46,7,1,0.03,1,0,34
15757,Manhattan,Upper West Side,Private room,35,45,0,1.3732214298586884,1,0,46
15758,Brooklyn,Flatbush,Entire home/apt,85,21,0,1.3732214298586884,1,0,35
15759,Manhattan,Hell's Kitchen,Entire home/apt,175,3,59,1.63,1,14,33
15760,Queens,Bayside,Private room,60,1,0,1.3732214298586884,1,0,21
15761,Manhattan,Financial District,Entire home/apt,155,30,1,0.03,96,335,30
15762,Manhattan,Midtown,Entire home/apt,143,1,1,0.03,1,0,32
15763,Manhattan,East Village,Entire home/apt,140,7,0,1.3732214298586884,1,0,43
15764,Manhattan,Upper West Side,Entire home/apt,120,2,4,0.11,1,0,21
15765,Queens,Cambria Heights,Entire home/apt,79,2,90,2.35,1,331,35
15766,Manhattan,Harlem,Private room,50,3,2,0.05,1,0,35
15767,Queens,Elmhurst,Private room,289,2,115,2.99,6,280,40
15768,Brooklyn,Flatbush,Entire home/apt,62,15,7,0.19,1,0,29
15769,Queens,Sunnyside,Private room,85,10,27,0.71,1,125,46
15770,Brooklyn,Clinton Hill,Private room,99,3,0,1.3732214298586884,1,0,31
15771,Brooklyn,East Flatbush,Private room,50,2,149,3.86,1,92,32
15772,Brooklyn,Bushwick,Entire home/apt,120,4,43,1.15,1,243,34
15773,Brooklyn,Crown Heights,Entire home/apt,180,1,1,0.03,1,0,14
15774,Manhattan,Hell's Kitchen,Entire home/apt,90,5,1,0.06,1,0,46
15775,Brooklyn,Williamsburg,Private room,80,1,0,1.3732214298586884,3,0,8
15776,Manhattan,Upper West Side,Private room,49,30,0,1.3732214298586884,1,0,27
15777,Brooklyn,Williamsburg,Private room,90,3,1,0.05,1,0,50
15778,Manhattan,Chelsea,Private room,55,2,5,0.13,1,0,33
15779,Queens,Ditmars Steinway,Private room,49,1,7,0.18,1,341,35
15780,Manhattan,Harlem,Entire home/apt,105,2,3,0.08,1,0,34
15781,Bronx,Wakefield,Private room,40,1,151,4.01,1,338,40
15782,Manhattan,Harlem,Private room,50,2,0,1.3732214298586884,1,0,22
15783,Queens,Long Island City,Entire home/apt,120,5,1,0.03,1,0,29
15784,Manhattan,East Village,Private room,90,1,3,0.08,1,0,35
15785,Brooklyn,Williamsburg,Entire home/apt,110,6,4,0.15,1,0,49
15786,Manhattan,Midtown,Entire home/apt,140,30,5,0.15,12,290,35
15787,Queens,Astoria,Entire home/apt,125,3,21,0.58,1,345,49
15788,Manhattan,Midtown,Entire home/apt,95,14,3,0.13,1,159,49
15789,Manhattan,Washington Heights,Entire home/apt,75,5,0,1.3732214298586884,1,0,25
15790,Bronx,Pelham Gardens,Entire home/apt,75,2,92,2.45,1,265,34
15791,Manhattan,Hell's Kitchen,Entire home/apt,244,2,176,4.57,1,282,33
15792,Queens,Elmhurst,Private room,75,1,2,0.92,3,351,14
15793,Manhattan,Chelsea,Private room,75,2,115,2.99,1,37,30
15794,Manhattan,Harlem,Private room,105,2,5,0.36,4,15,29
15795,Brooklyn,Williamsburg,Private room,100,2,6,0.28,1,0,48
15796,Manhattan,Gramercy,Entire home/apt,150,2,13,0.34,1,26,15
15797,Bronx,Concourse,Entire home/apt,175,1,0,1.3732214298586884,1,0,32
15798,Manhattan,Washington Heights,Private room,35,3,3,0.08,1,0,25
15799,Manhattan,Washington Heights,Private room,51,3,68,1.78,2,313,34
15800,Manhattan,Upper East Side,Private room,105,14,7,0.19,1,29,47
15801,Brooklyn,Williamsburg,Private room,80,2,2,0.05,1,0,35
15802,Manhattan,East Village,Private room,84,3,163,4.22,1,294,20
15803,Brooklyn,Williamsburg,Private room,70,1,10,0.29,2,281,38
15804,Brooklyn,Bushwick,Entire home/apt,70,3,26,0.67,2,206,24
15805,Brooklyn,Greenpoint,Entire home/apt,195,7,0,1.3732214298586884,1,0,35
15806,Manhattan,East Village,Entire home/apt,150,5,1,0.04,1,0,48
15807,Manhattan,Upper West Side,Private room,100,1,1,0.03,2,0,25
15808,Manhattan,Morningside Heights,Private room,85,3,9,0.83,2,142,36
15809,Brooklyn,Clinton Hill,Entire home/apt,225,3,95,2.48,1,122,27
15810,Manhattan,East Village,Private room,120,5,13,0.34,1,0,25
15811,Manhattan,Lower East Side,Private room,90,4,1,0.42,1,90,42
15812,Brooklyn,Flatbush,Entire home/apt,175,3,96,2.5,1,209,18
15813,Manhattan,Washington Heights,Private room,65,2,46,1.2,1,72,48
15814,Queens,Long Island City,Entire home/apt,260,21,17,0.46,1,42,45
15815,Brooklyn,Bedford-Stuyvesant,Entire home/apt,225,2,33,0.85,1,1,33
15816,Brooklyn,South Slope,Entire home/apt,135,3,148,3.84,2,91,35
15817,Brooklyn,Brooklyn Heights,Private room,135,1,0,1.3732214298586884,1,0,27
15818,Brooklyn,Williamsburg,Entire home/apt,195,3,23,0.67,1,225,19
15819,Manhattan,Two Bridges,Private room,99,2,3,0.08,1,0,34
15820,Manhattan,Hell's Kitchen,Entire home/apt,1000,2,24,0.71,3,274,50
